window_id,block_id,condition,start_time,end_time,frame_count,mean_roival,mean_motion,mean_ear,mean_quality,mean_exposure_fluc,mean_rt,accuracy,error_count,trial_count
"ba91aa54-eeb6-4c4e-830d-9d65ac284a5b",0,"CHALLENGE",23068,33068,383,42.82535538149113,0.001988073385535414,0.22827208802810384,1,0.09942324167754554,null,null,0,0
"7a201583-839a-44f5-b4cd-b502d0c863cc",0,"CHALLENGE",28068,38068,449,42.76095025983667,0.0018437323609402007,0.2045394722052102,1,0.08907018490163335,null,null,0,0
"8bc748b1-0ef2-40c7-ac95-8e538e30ab82",0,"CHALLENGE",33068,43068,429,42.52965552965557,0.00168898353315716,0.21157185969310954,1,0.05952023237179487,null,null,0,0
"f245a15b-bc5a-4731-a44d-af36e492d804",0,"CHALLENGE",38068,48068,382,43.55206515415938,0.0016251428916875474,0.22648504997748004,1,0.047007083060645626,null,null,0,0
"64416c13-d328-4285-b18b-7d98451a36bc",1,"THREAT",43068,53068,362,43.368017188459156,0.0015332838729528783,0.24127743274490865,1,0.0443095001726517,null,null,0,0
"917bbab0-6852-4c50-85af-95d72c28277c",1,"THREAT",48068,58068,365,42.211567732115704,0.0013252368424330368,0.2477564299267151,1,0.03670448059360701,null,null,0,0
"502ac0d5-efaf-4085-8110-f55ba7581f17",1,"THREAT",53068,63068,380,41.416666666666636,0.0010264895359229742,0.23717589484897383,1,0.032803933662280564,null,null,0,0
"e856f7a8-b87a-497e-b070-1db395088a1c",1,"THREAT",58068,68068,427,41.43663804319543,0.0006992323601790327,0.23611113288040442,1,0.023124176668618133,null,null,0,0
"582ddc28-b076-430e-8490-ff0f8165f888",1,"THREAT",63068,73068,457,47.722100656455105,0.0019089984368654922,0.2727447755966793,1,0.21526044515864337,null,null,0,0
"36c100d0-94e3-49da-93e8-9d0365119659",2,"THREAT",68068,78068,376,47.95981087470452,0.0028282061642423534,0.28472607146630763,1,0.37170410156250006,null,null,0,0
"3fa42a28-ad6a-4c83-97e7-e170cc5414fc",2,"THREAT",73068,83068,343,37.07450599287336,0.0015953266344003075,0.24035497013722884,1,0.15133871629008755,null,null,0,0
"b1138b51-c7b3-4453-9afc-9bff1ede99df",2,"THREAT",78068,88068,380,36.628362573099416,0.0011280422911240568,0.22971112675282784,1,0.055843098958333386,null,null,0,0
"ce19a4cd-d81f-4475-b857-616c06bdbe79",2,"THREAT",83068,93068,432,39.356481481481474,0.0010152592334227498,0.2555480327900093,1,0.04345929181134266,null,null,0,0
"6fc6803d-30bd-46d4-91c3-7f0c4cfc8333",2,"THREAT",88068,98068,476,41.86647992530346,0.0008518809665180358,0.2659122654021183,1,0.016696620054271968,null,null,0,0
"481c133a-b4c7-4582-9593-4093c74465ca",2,"THREAT",93068,103068,425,43.52496732026143,0.0009238511233632413,0.23744407680005397,1,0.025627297794117713,null,null,0,0
"9bb4d40a-683d-40b6-8597-d91db4659610",3,"NEUTRAL",98068,108068,356,45.00499375780276,0.0009832982516190685,0.2335549313322629,1,0.03649033678604843,null,null,0,0
"94cc539a-3449-493d-9e1c-62c3cb3f6d24",3,"NEUTRAL",103068,113068,406,44.5249042145594,0.0010742226605332922,0.22925800134200897,1,0.04425399604885067,null,null,0,0
"7c800ce2-29fe-4691-89d6-3ab659f695d7",3,"NEUTRAL",108068,118068,480,43.199074074074005,0.0012393309163823828,0.23096989262650378,1,0.03926188151041702,null,null,0,0
"9f835270-e5a8-4957-b9b5-ac9278814d31",3,"NEUTRAL",113068,123068,471,43.029959896201916,0.0011649064599434113,0.2550382192486212,1,0.02817863145789105,null,null,0,0
"be9fabbb-b0f4-440b-bc7d-90aecb1b6d32",3,"NEUTRAL",118068,128068,455,43.119658119658176,0.0010579029521149558,0.26426096056432735,1,0.026928800366300347,null,null,0,0
"0d5ae2db-0ba6-4f00-ab3a-4478eb29ec89",4,"NEUTRAL",123068,133068,435,43.749936143039676,0.001007051339795888,0.23454013880649077,1,0.03274964080459783,null,null,0,0
"f21bfec5-6784-40a5-b1ce-6845de9b729c",4,"NEUTRAL",128068,138068,423,44.63882322038344,0.0007923011897691689,0.23972996986068876,1,0.029832483747044784,null,null,0,0
"a21ab96b-8780-46d0-ab2b-2c9b690e49cf",4,"NEUTRAL",133068,143068,458,44.650412421154776,0.0006426737011028051,0.27595318261369894,1,0.01722346365538528,null,null,0,0
"9adcb0bc-c9cd-4077-b081-519a94f07be4",4,"NEUTRAL",138068,148068,467,45.185581727337606,0.0008277362668362722,0.2515576031417978,1,0.02280667268915026,null,null,0,0
"1b7b2bc8-ee2f-4099-84b4-b6bc750af95a",5,"CHALLENGE",143068,153068,382,45.27603257707971,0.0009241714080504928,0.22540704084469482,1,0.029152861856456994,null,null,0,0
"42a02c0c-faee-4db0-8a86-abff2d238dd3",5,"CHALLENGE",148068,158068,391,43.86246092639952,0.0009290416152431869,0.23051600383421197,1,0.031803635176896675,null,null,0,0
"5b25bf6b-7e48-4b6e-9aeb-c68ad308b9de",5,"CHALLENGE",153068,163068,445,43.80774032459422,0.001040667636989826,0.24004605535795598,1,0.03146798923221002,null,null,0,0
"c1e9635b-51bb-4824-92ad-793cf5545315",5,"CHALLENGE",158068,168068,398,44.03657174762705,0.0010485166587972813,0.2536554825204835,1,0.027734702156616796,null,null,0,0
"a2b91a4e-c861-4f58-890e-8df24f981a00",5,"CHALLENGE",163068,173068,387,43.68016078093596,0.0009283458239375743,0.2630538902467148,1,0.025552964847114803,null,null,0,0
"95093357-9073-4bb8-93d7-01989e865b0f",5,"CHALLENGE",168068,178068,372,43.81362007168462,0.0009539491943089478,0.2728987915169042,1,0.02754588793682811,null,null,0,0
