t,c,b,roival,motion,blink,ear,exposure_fluc,quality
14219,"THREAT",0,33.44444444444444,0.000039269329524186034,0,0.3436063280604923,0.1083984375,1
14248,"THREAT",0,33.44444444444444,0.0009147305187712576,0,0.35736885459615086,0,1
14269,"THREAT",0,33.44444444444444,0.00014842789284706616,0,0.3612719632835933,0,1
14296,"THREAT",0,34.333333333333336,0.00033642575074724123,0,0.35630105794280154,0.13704427083331439,1
14328,"THREAT",0,26.88888888888889,0.001429190433315829,0,0.400788792173083,0.0888671875,1
14348,"THREAT",0,26.77777777777778,0.0014587108039437937,0,0.3847599268571692,0.023111979166657193,1
14376,"THREAT",0,26.555555555555557,0.000493815852344786,0,0.36212480702645394,0.08203125,1
14395,"THREAT",0,26.555555555555557,0.0008380039717905163,0,0.3691014349803399,0,1
14416,"THREAT",0,26.555555555555557,0.00010168772507238494,0,0.36291186619783583,0,1
14437,"THREAT",0,26.555555555555557,0.00007930352628571718,0,0.36062286564518165,0,1
14458,"THREAT",0,26.666666666666668,0.0001333120208639552,0,0.3633591520126977,0.028971354166657193,1
14484,"THREAT",0,26.666666666666668,0.001041921947139456,0,0.3723473366903628,0,1
14503,"THREAT",0,26.666666666666668,0.00023247343556948957,0,0.3709761709704138,0,1
14532,"THREAT",0,26.666666666666668,0.0003413040706596797,0,0.3723240347676531,0.2138671875,1
14554,"THREAT",0,26.666666666666668,0.0006245809070709625,0,0.3797688993082676,0,1
14575,"THREAT",0,26.666666666666668,0.0005426080322939731,0,0.3712820821566662,0,1
14604,"THREAT",0,27.333333333333332,0.00022508209655711128,0,0.3714484332494075,0.0205078125,1
14635,"THREAT",0,27.88888888888889,0.0010551701445062312,0,0.36629737572408017,0.053059895833314386,1
14665,"THREAT",0,28.444444444444443,0.0007163511892800462,0,0.36286454259692724,0.019205729166685614,1
14696,"THREAT",0,29.11111111111111,0.00024188289884397848,0,0.3601522787692054,0.0322265625,1
14736,"THREAT",0,29.555555555555557,0.0013247240665349798,0,0.3020064769133859,0.0322265625,1
14767,"THREAT",0,30,0.0019007382031234004,1,0.07682797334639689,0.05045572916665719,1
14801,"THREAT",0,31.666666666666668,0.0027742263008803665,1,0.0523520594103135,0.05501302083334281,1
14837,"THREAT",0,33.44444444444444,0.0014449978914244557,1,0.053202017885078626,0.03971354166665719,1
14860,"THREAT",0,35.666666666666664,0.0033914658672541988,1,0.055443811802159335,0.008138020833342807,1
14884,"THREAT",0,35.666666666666664,0.0016350874632796197,1,0.14164445153980845,0,1
14909,"THREAT",0,35.666666666666664,0.000883098501103976,1,0.12528567553792655,0,1
14941,"THREAT",0,39.55555555555556,0.00039203129085714624,1,0.10235890509644016,0.15266927083331439,1
14971,"THREAT",0,30.555555555555557,0.003794690718657781,0,0.2540578469400657,0.07356770833331439,1
14999,"THREAT",0,31.666666666666668,0.0016422905859330037,0,0.2904990420048742,0.05208333333334281,1
15019,"THREAT",0,33.44444444444444,0.0019798389669764406,0,0.27410859996721554,0.030598958333342807,1
15044,"THREAT",0,33.44444444444444,0.002014118455541364,0,0.3025651618054372,0,1
15064,"THREAT",0,33.44444444444444,0.0001726782770076744,0,0.30123583366338585,0,1
15093,"THREAT",0,35.55555555555556,0.0002847703337012429,0,0.2973201884490332,0.06868489583334281,1
15115,"THREAT",0,36.77777777777778,0.0025700059321774526,0,0.3114190685725296,0.140625,1
15144,"THREAT",0,36.77777777777778,0.0018285677801365516,0,0.32376627566847993,0,1
15163,"THREAT",0,36.77777777777778,0.0011100117054013874,0,0.31621076247936475,0,1
15191,"THREAT",0,38.111111111111114,0.0005434539608643006,0,0.3180139354202513,0.1832682291666572,1
15222,"THREAT",0,30,0.007571724892445871,0,0.29732316595813985,0.0595703125,1
15244,"THREAT",0,30,0.0005922552662913467,0,0.2510427325735935,0,1
15274,"THREAT",0,30.22222222222222,0.0005705361774074492,0,0.27070150594316406,0.0732421875,1
15302,"THREAT",0,31.11111111111111,0.00020728950653037636,0,0.2843472512710246,0.1650390625,1
15325,"THREAT",0,31.11111111111111,0.0006612735230555198,0,0.2931692393573836,0,1
15346,"THREAT",0,31.11111111111111,0.00015152428332342968,0,0.28565245136404355,0,1
15375,"THREAT",0,31.666666666666668,0.00016408125119180214,0,0.2878654543707276,0.15755208333331439,1
15402,"THREAT",0,31.88888888888889,0.0029604379122135627,0,0.2930196424541011,0.09147135416665719,1
15436,"THREAT",0,31.666666666666668,0.0014519703566827258,0,0.27888971405474006,0.03255208333334281,1
15465,"THREAT",0,32.22222222222222,0.0020979454263656758,0,0.28628352349817976,0.03515625,1
15485,"THREAT",0,32.22222222222222,0.0011820031929867388,0,0.2741065502902893,0,1
15507,"THREAT",0,32.22222222222222,0.0005489675547877277,0,0.26311091371867473,0,1
15530,"THREAT",0,31.666666666666668,0.0007998284724827233,0,0.26519245564600114,0.08268229166668561,1
15560,"THREAT",0,31.11111111111111,0.0004218679575024998,0,0.2649973156957914,0.018229166666685614,1
15582,"THREAT",0,31.11111111111111,0.001646255571573775,0,0.25756863850729245,0,1
15602,"THREAT",0,31.11111111111111,0.0013130400978024308,0,0.25617374727408226,0,1
15625,"THREAT",0,29.666666666666668,0.0011086895448640243,0,0.25463835583578914,0.0013020833333143855,1
15646,"THREAT",0,29.666666666666668,0.0007576614270080691,0,0.25707767837505313,0,1
