window_id,block_id,condition,start_time,end_time,frame_count,mean_roival,mean_motion,mean_ear,mean_quality,mean_exposure_fluc,mean_rt,accuracy,error_count,trial_count
"992fd448-5027-447c-8d2e-f3e7a8693b0e",0,"CHALLENGE",6061,16061,363,36.459136822773175,0.0016174123188199758,0.3189928046986634,1,0.21295339761248872,null,null,0,0
"c4563938-a41c-4dd1-9710-2546984926bf",0,"CHALLENGE",11061,21061,384,38.1004050925926,0.0009041536259129524,0.32339699561787477,1,0.10871887207031279,null,null,0,0
"8252b9d3-bcd8-46a5-a29b-5a3e1f2210b7",0,"CHALLENGE",16061,26061,384,38.3833912037037,0.0009406679171900175,0.33402258591697054,1,0.08212534586588542,null,null,0,0
"846f1cf7-cc8a-4e9f-86c6-b8a31878d443",0,"CHALLENGE",21061,31061,388,38.86540664375715,0.0009664277899068536,0.3260445769570537,1,0.07482700413445015,null,null,0,0
"27f70467-5eb5-4afc-a4de-65e691744692",1,"THREAT",26061,36061,385,38.90158730158726,0.0008498630787997871,0.33518597081172447,1,0.060618743235931055,null,null,0,0
"c76bc9f1-8034-4499-8c8f-5e9f73bde1ce",1,"THREAT",31061,41061,417,40.094857447375446,0.0009719787998867023,0.3284583778612533,1,0.06390980965227824,null,null,0,0
"44960e20-2c8d-4d5e-82ef-ea46be92f19c",1,"THREAT",36061,46061,425,41.095686274509816,0.001566789185516402,0.31717705275794356,1,0.1631387867647059,null,null,0,0
"4042c783-b7ed-4e08-bf4c-c38659d6920e",1,"THREAT",41061,51061,396,41.69612794612802,0.0015589381936004193,0.342540591684717,1,0.16637649279250852,null,null,0,0
"7b5d9ced-589d-4349-a704-e0a5803b1bb1",1,"THREAT",46061,56061,396,42.18350168350169,0.0009511224001104254,0.3483301176989303,1,0.06456903014520231,null,null,0,0
"631996d1-2774-4de6-8a50-5205ac72022c",2,"NEUTRAL",51061,61061,377,43.61273209549065,0.0008694602635134814,0.3598501711604291,1,0.06550135389036271,null,null,0,0
