window_id,block_id,condition,start_time,end_time,frame_count,mean_roival,mean_motion,mean_ear,mean_quality,mean_exposure_fluc,mean_rt,accuracy,error_count,trial_count
"f85f3d30-d620-4a6d-8680-2d77fe3aadb2",0,"NEUTRAL",26059,36059,421,40.62443916600693,0.001567719585339643,0.17222359093842293,1,0.07909305720506729,null,null,0,0
"68823603-8782-4ae7-897a-eebb494b7419",0,"NEUTRAL",31059,41059,482,41.86237897648683,0.001732850524825267,0.16371312738321828,1,0.07531417487897643,null,null,0,0
"bac520a1-0908-4867-8af9-8283c51bdcb0",0,"NEUTRAL",36059,46059,498,42.568496207050345,0.0017702458551122507,0.1615410193795505,1,0.04750708563420347,null,null,0,0
"f56cabf2-7033-4f09-a4d3-7a50975151c9",1,"THREAT",41059,51059,468,43.00118708452045,0.0016570115297858527,0.15494746694436085,1,0.043683782941595695,null,null,0,0
"c9f64c37-2a4e-4c1c-9254-0cdcc6680827",1,"THREAT",46059,56059,429,43.54882154882158,0.0013455657263833683,0.20039706048148243,1,0.04266371649184176,null,null,0,0
"77c4bdb3-54fc-44fb-851a-4dbc0fa5e8b1",1,"THREAT",51059,61059,452,44.01769911504422,0.00118554413800807,0.21182967265943822,1,0.03726493362831893,null,null,0,0
"ba820490-ccbd-4bea-bb2a-6ba234681e17",1,"THREAT",56059,66059,401,44.298697700193934,0.0009447106101325062,0.20780520501277178,1,0.024290673056941287,null,null,0,0
"7c58f942-3f6d-4015-911f-f6a821f08d43",2,"CHALLENGE",61059,71059,348,44.16283524904213,0.0010550042289035318,0.20641058285261263,1,0.03573900712404212,null,null,0,0
"885131ff-dce3-4648-b961-514cc00d3efb",2,"CHALLENGE",66059,76059,375,43.794370370370395,0.0011095282798025956,0.2077061433543257,1,0.04384635416666712,null,null,0,0
"cd7b819e-34d7-4e90-aef7-1dc648101922",2,"CHALLENGE",71059,81059,436,43.07135575942918,0.0008629122881046317,0.2211673550825257,1,0.03136871057912896,null,null,0,0
"90a0ffdc-bdbe-448b-945d-66ef1c766b79",2,"CHALLENGE",76059,86059,414,43.006172839506156,0.0007480869678252924,0.21679446305544772,1,0.028140253874799237,null,null,0,0
"21a21ac3-2620-4d02-aaaf-4a0711dd4c87",3,"THREAT",81059,91059,382,43.06166375799881,0.0007838669811717149,0.23081863565916588,1,0.03180048811082042,null,null,0,0
"a317748c-6efc-4290-a3fb-831eed78328b",3,"THREAT",86059,96059,400,42.99499999999998,0.001271465476723762,0.23032023908763816,1,0.03136474609374961,null,null,0,0
"8126d622-0309-4a06-8b9f-e2bd3e67abc1",3,"THREAT",91059,101059,400,42.70972222222221,0.0013797711053396083,0.22348880391326542,1,0.030760091145833213,null,null,0,0
"9ca0caad-7444-4fcf-9a0e-7ef4e7cedfda",3,"THREAT",96059,106059,387,42.353430950330164,0.0010430779337189887,0.24113705400625443,1,0.025468009797588335,null,null,0,0
"337e94cd-c4ec-4fec-a54d-6154b6db1295",3,"THREAT",101059,111059,398,41.64684533780015,0.000874209156724083,0.2452231599369754,1,0.021059071398659836,null,null,0,0
"ecbff78f-bc94-4c39-a01d-6594cf01f5f5",4,"CHALLENGE",106059,116059,371,43.08834980533093,0.0019830159607558367,0.24914240295690382,1,0.059842311039981555,null,null,0,0
"4fb5228b-5b60-4cf1-990d-3e06fa9b1bed",4,"CHALLENGE",111059,121059,389,44.16680948300487,0.0033090343234031053,0.2478364203381438,1,0.163202254712939,null,null,0,0
"a290b9eb-2e72-40bf-9b93-2567a9aa22bb",4,"CHALLENGE",116059,126059,424,53.99266247379455,0.002200959926843523,0.30371755644199183,1,0.17551254176493727,null,null,0,0
"9549f0ef-7164-407d-bebd-f9a7b18482f4",4,"CHALLENGE",121059,131059,430,62.831524547803575,0.0007927182211649098,0.35779509444099256,1,0.07571387475775203,null,null,0,0
"0cd9e8c7-68a2-4d42-ae1c-38b8a1951ae6",4,"CHALLENGE",126059,136059,457,59.745441283734564,0.0004375185800512168,0.3388273328657745,1,0.013253755242523976,null,null,0,0
"47e489e3-8ec7-4b01-8f96-efb6bac35f93",4,"CHALLENGE",131059,141059,422,53.87546076882577,0.0011977572835325204,0.3254080927646632,1,0.13251243458728276,null,null,0,0
"2bef85ed-1497-4a26-aa29-d2f493d165bb",5,"NEUTRAL",136059,146059,389,42.11882319337327,0.0017799016254680083,0.2638177510827007,1,0.17114278732862015,null,null,0,0
"8ff7f431-efff-42fd-8685-41fc29969c83",5,"NEUTRAL",141059,151059,407,37.79006279006279,0.0017005988716239813,0.22251834413026159,1,0.07004296555077817,null,null,0,0
"bce93572-2631-469c-a468-e2b6d3bd9967",5,"NEUTRAL",146059,156059,459,38.385136770757676,0.0015991526905424656,0.234527180532029,1,0.05529031635802468,null,null,0,0
"5775aacf-ad84-474a-906e-3bb6f208a40a",5,"NEUTRAL",151059,161059,461,38.22559652928417,0.0013489763499855945,0.25635170350676884,1,0.03427995639009402,null,null,0,0
"be9af723-264a-4fdd-b13b-ec5abfe73fc8",5,"NEUTRAL",156059,166059,411,37.969991889699884,0.0013083489153153803,0.2636171573594228,1,0.031262672343876675,null,null,0,0
"a5513066-0b3b-4215-8dcb-cf2e993f4d8e",5,"NEUTRAL",161059,171059,397,38.530926392387386,0.0012664440523577063,0.24903921897483375,1,0.03584582939756499,null,null,0,0
