t,c,b,roival,motion,blink,ear,exposure_fluc,quality
26059,"NEUTRAL",0,39.44444444444444,0.0007546430617723101,0,0.26044408933662255,0,1
26090,"NEUTRAL",0,38.77777777777778,0.0005068644557051142,0,0.2587438779333987,0.03125,1
26122,"NEUTRAL",0,38.55555555555556,0.0008667353402779377,0,0.2520747380311757,0.0657552083333286,1
26146,"NEUTRAL",0,38.55555555555556,0.0016536073555642997,0,0.26074285457508767,0,1
26166,"NEUTRAL",0,39,0.0011415067887718103,0,0.2669340739864684,0.0380859375,1
26196,"NEUTRAL",0,39,0.001686825796426863,0,0.26864972233604784,0.011067708333328596,1
26222,"NEUTRAL",0,39,0.0009590352244606298,0,0.26520670077936276,0,1
26245,"NEUTRAL",0,39,0.0005522236041398482,0,0.26996553231370424,0,1
26271,"NEUTRAL",0,39,0.000291794549151395,0,0.26627248938278675,0,1
26299,"NEUTRAL",0,38.77777777777778,0.00012141249607460632,0,0.2685485411965876,0.015299479166671404,1
26331,"NEUTRAL",0,38.666666666666664,0.0021055657069887165,0,0.2578951780642177,0.03776041666665719,1
26363,"NEUTRAL",0,39,0.0008016085701421274,0,0.2665338775322215,0.062174479166671404,1
26400,"NEUTRAL",0,39.111111111111114,0.0005130882626395992,0,0.2702929618299373,0.0830078125,1
26429,"NEUTRAL",0,39.111111111111114,0.0009173443593269664,0,0.2671925388526276,0,1
26472,"NEUTRAL",0,39.666666666666664,0.00037605991274705376,0,0.2747180468520176,0.1328125,1
26503,"NEUTRAL",0,39.666666666666664,0.0019333768465883525,0,0.2773360173063261,0,1
26533,"NEUTRAL",0,39.44444444444444,0.00032616468212718415,0,0.2698851004690475,0.0846354166666714,1
26561,"NEUTRAL",0,39.44444444444444,0.0009768559553058299,0,0.2660097281649979,0,1
26592,"NEUTRAL",0,39.333333333333336,0.0004961536816611616,0,0.28939459774867876,0.006184895833342807,1
26622,"NEUTRAL",0,39.333333333333336,0.0003273469075044314,0,0.27391733979125454,0,1
26651,"NEUTRAL",0,39,0.00042370138137278726,0,0.27503304242422466,0.0185546875,1
26675,"NEUTRAL",0,39,0.0006161022855462562,0,0.27974752942429076,0.009440104166671404,1
26702,"NEUTRAL",0,39,0.001191483021238942,0,0.28264190953300244,0,1
26737,"NEUTRAL",0,39,0.0009751376083236569,0,0.27415868241273395,0.028971354166671404,1
26763,"NEUTRAL",0,39,0.0006281149118115458,0,0.26875419530858574,0,1
26806,"NEUTRAL",0,39.333333333333336,0.0009124032664966536,0,0.27606142758966995,0.012369791666671404,1
26835,"NEUTRAL",0,39,0.0006726002175281021,0,0.2530528899128771,0.0810546875,1
26864,"NEUTRAL",0,39,0.0008615875132774468,1,0.06709738643149366,0,1
26893,"NEUTRAL",0,38.666666666666664,0.00045877646684342296,1,0.06548331666582058,0.001953125,1
26926,"NEUTRAL",0,38.55555555555556,0.0011607434080622113,1,0.06600269703327775,0.0107421875,1
26959,"NEUTRAL",0,38.55555555555556,0.00155702207616462,1,0.0684442302260897,0,1
26997,"NEUTRAL",0,38.44444444444444,0.0002477290150657404,1,0.06872578384013484,0.1321614583333286,1
27023,"NEUTRAL",0,38.44444444444444,0.002407007728029341,1,0.08578022170757485,0,1
27060,"NEUTRAL",0,38.44444444444444,0.0007774158780640221,1,0.07357158813721404,0,1
27093,"NEUTRAL",0,38,0.00023823582827550835,1,0.08703113826509389,0.04231770833334281,1
27128,"NEUTRAL",0,38.333333333333336,0.0015741256452575427,1,0.1312083847493399,0.029947916666657193,1
27150,"NEUTRAL",0,38.333333333333336,0.001510243299644098,1,0.12014007706523085,0,1
27172,"NEUTRAL",0,38.55555555555556,0.00023007037723349718,1,0.11569435420547974,0.050455729166671404,1
27201,"NEUTRAL",0,39.111111111111114,0.0003351041458695978,1,0.13289326656449177,0.016276041666671404,1
27231,"NEUTRAL",0,39.111111111111114,0.000055049011923405596,1,0.14457169209613274,0,1
27262,"NEUTRAL",0,38.77777777777778,0.0007090811771957026,1,0.141831378130646,0.0022786458333285964,1
27286,"NEUTRAL",0,38.77777777777778,0.0006498012809403528,1,0.15834484988483932,0,1
27319,"NEUTRAL",0,39.111111111111114,0.0000832662167552143,1,0.15711442117244753,0.0667317708333286,1
27345,"NEUTRAL",0,39.111111111111114,0.000766427295386383,1,0.18294844322313913,0,1
27366,"NEUTRAL",0,38.666666666666664,0.00018645157004640352,1,0.1788488642213649,0.0641276041666714,1
27391,"NEUTRAL",0,38.666666666666664,0.0005148770797249625,1,0.18574788461538144,0,1
27412,"NEUTRAL",0,38.666666666666664,0.0014591039650378702,1,0.18293779921323575,0,1
27439,"NEUTRAL",0,38.55555555555556,0.0012688665954892471,1,0.18689493252809514,0.021809895833328596,1
27462,"NEUTRAL",0,38.55555555555556,0.0025018417024935593,1,0.17605577154648372,0,1
27482,"NEUTRAL",0,38.77777777777778,0.00151962662331047,1,0.17831413271813307,0.0439453125,1
27514,"NEUTRAL",0,41.77777777777778,0.0025319793872372823,1,0.17819183001528857,0,1
27536,"NEUTRAL",0,38.77777777777778,0.002307686080434578,1,0.19227512815561357,0,1
27564,"NEUTRAL",0,38.888888888888886,0.0023080467425398857,1,0.17237864135811432,0.010091145833328596,1
27617,"NEUTRAL",0,39,0.0010308939597937247,1,0.17625459434092405,0.0546875,1
27665,"NEUTRAL",0,39,0.0016486529295486761,1,0.18085293027326627,0,1
27716,"NEUTRAL",0,39,0.001470381236286451,1,0.18016490732203905,0.021484375,1
27768,"NEUTRAL",0,39.333333333333336,0.0007235750747955627,1,0.17717065940564622,0.0817057291666714,1
27795,"NEUTRAL",0,39.333333333333336,0.002027795989331421,1,0.16349367542619478,0,1
27822,"NEUTRAL",0,39.333333333333336,0.0015055244507158991,1,0.16873766866022114,0,1
27851,"NEUTRAL",0,38.77777777777778,0.0003618490378216128,1,0.1661434335637246,0.09244791666665719,1
27878,"NEUTRAL",0,40.77777777777778,0.002473904799691746,1,0.18061989518260926,0.056315104166671404,1
27902,"NEUTRAL",0,38.55555555555556,0.0011607973413339898,1,0.16690992962444637,0,1
27939,"NEUTRAL",0,39.55555555555556,0.0012338148870899386,1,0.17662711946071188,0.041015625,1
27971,"NEUTRAL",0,37.55555555555556,0.000871493960813818,1,0.20545835748484576,0,1
28007,"NEUTRAL",0,38.77777777777778,0.000539813999166095,1,0.23222142119807934,0.0341796875,1
28045,"NEUTRAL",0,38.77777777777778,0.001135029964673615,1,0.2345607121843698,0,1
